fecha_chart,fecha_debut,titulo,artista,colaboracion,exitos_previos_artista,ranking,es_navidena
2019-11-23,2019-09-28,Graveyard,Halsey,0,16,42,0
2019-11-23,2019-07-27,Time,NF,0,10,43,0
2019-11-23,2019-09-21,223's,YNW Melly & 9lokknine,1,5,44,0
2019-11-23,2019-09-28,Hot Girl Bummer,blackbear,0,2,45,0
2019-11-23,2019-11-16,Don't Start Now,Dua Lipa,0,2,46,0
2019-11-23,2019-08-31,Lover,Taylor Swift,0,15,26,0
2019-11-23,2019-04-13,Suge,DaBaby,0,7,37,0
2019-11-23,2019-08-03,Ballin',Mustard & Roddy Ricch,1,12,25,0
2019-11-23,2019-04-13,Bad Guy,Billie Eilish,0,9,13,0
2019-11-23,2019-10-19,Dance Monkey,Tones And I,1,1,23,0
2019-11-23,2019-09-14,The Bones,Maren Morris,0,7,48,0
2019-11-23,2019-05-25,Someone You Loved,Lewis Capaldi,0,6,1,0
2019-11-23,2019-09-14,Circles,Post Malone,0,14,2,0
2019-11-23,2019-07-06,Senorita,Shawn Mendes & Camila Cabello,1,28,3,0
2019-11-23,2019-09-07,Good As Hell,Lizzo,0,6,4,0
2019-11-23,2019-10-05,Memories,Maroon 5,0,16,5,0
2019-11-23,2019-05-18,Truth Hurts,Lizzo,0,6,6,0
2019-11-23,2019-06-22,No Guidance,Chris Brown & Drake,1,49,7,0
2019-11-23,2019-11-02,Lose You To Love Me,Selena Gomez,0,13,8,0
2019-11-23,2019-07-06,Panini,Lil Nas X,0,7,9,0
2019-11-23,2019-05-25,I Don't Care,Ed Sheeran & Justin Bieber,1,38,24,0
2019-11-23,2019-10-19,"10,000 Hours",Dan + Shay & Justin Bieber,1,31,10,0
2019-11-23,2019-10-19,HIGHEST IN THE ROOM,Travis Scott,0,15,12,0
2019-11-23,2019-06-15,Trampoline,SHAED,0,6,14,0
2019-11-23,2019-07-13,Beautiful People,Ed Sheeran & Khalid,1,33,15,0
2019-11-23,2019-08-31,Hot,Young Thug & Gunna,1,21,16,0
2019-11-23,2019-06-15,Ran$om,Lil Tecca,0,6,17,0
2019-11-23,2019-06-22,Only Human,Jonas Brothers,0,7,18,0
2019-11-23,2019-11-23,Woah,Lil Baby,0,9,19,0
2019-11-23,2019-09-07,One Man Band,Old Dominion,0,12,20,0
2019-11-23,2019-03-16,Old Town Road,Lil Nas X & Billy Ray Cyrus,1,15,21,0
2019-11-23,2019-10-19,Bandit,Juice WRLD & YoungBoy Never Broke Again,1,11,22,0
2019-11-23,2019-06-22,Even Though I'm Leaving,Luke Combs,0,11,11,0
2019-11-23,2019-09-21,Take What You Want,Post Malone & Ozzy Osbourne & Travis Scott,1,16,49,0
2019-11-23,2019-07-13,My Type,Saweetie,0,6,50,0
2019-11-23,2019-09-28,Camelot,NLE Choppa,0,6,51,0
2019-11-23,2019-11-23,Tusa,Karol G & Nicki Minaj,1,19,78,0
2019-11-23,2019-03-30,Slow Dancing In The Dark,Joji,0,1,79,0
2019-11-23,2019-04-13,All The Good Girls Go To Hell,Billie Eilish,0,9,80,0
2019-11-23,2019-11-23,Yellow Hearts,Ant Saunders,0,0,81,0
2019-11-23,2019-11-16,It All Comes Out In The Wash,Miranda Lambert,0,10,82,0
2019-11-23,2019-11-23,Jerry Sprunger,Tory Lanez & T-Pain,1,8,83,0
2019-11-23,2019-09-14,La Cancion,J Balvin & Bad Bunny,1,19,84,0
2019-11-23,2019-08-10,Hot Shower,Chance The Rapper & MadeinTYO & DaBaby,1,10,85,0
2019-11-23,2019-09-21,Self Control,YoungBoy Never Broke Again,0,4,86,0
2019-11-23,2019-11-09,Look At Her Now.,Selena Gomez,0,13,87,0
2019-11-23,2019-07-20,I Don't Know About You,Chris Lane,0,7,77,0
2019-11-23,2019-10-26,Hot Now,YoungBoy Never Broke Again,0,4,88,0
2019-11-23,2019-11-23,Show Me Love,Alicia Keys & Miguel,1,8,90,0
2019-11-23,2019-11-16,Easy,DaniLeigh & Chris Brown,1,19,91,0
2019-11-23,2019-11-23,Valentino,24kGoldn,0,0,92,0
2019-11-23,2019-08-17,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,0,4,93,0
2019-11-23,2019-07-13,Lalala,Y2K & bbno$,1,12,94,0
2019-11-23,2019-08-10,Living,Dierks Bentley,0,21,95,0
2019-11-23,2019-11-02,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",1,13,96,0
2019-11-23,2019-10-19,Come Thru,Summer Walker & Usher,1,14,97,0
2019-11-23,2019-11-09,Start Wit Me,Roddy Ricch & Gunna,1,11,98,0
2019-11-23,2019-08-03,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",1,15,99,0
2019-11-23,2019-09-21,homecoming queen?,Kelsea Ballerini,0,9,89,0
2019-11-23,2019-11-16,Ridin' Roads,Dustin Lynch,0,8,76,0
2019-11-23,2019-11-16,Immortal,21 Savage,0,5,100,0
2019-11-23,2019-11-23,Everything I Wanted,Billie Eilish,0,9,74,0
2019-11-23,2019-07-27,Tip Of My Tongue,Kenny Chesney,0,15,75,0
2019-11-23,2019-10-12,VIBEZ,DaBaby,0,7,52,0
2019-11-23,2019-09-28,Remember You Young,Thomas Rhett,0,17,53,0
2019-11-23,2019-06-01,What If I Never Get Over You,Lady Antebellum,0,10,54,0
2019-11-23,2019-09-21,Liar,Camila Cabello,0,12,55,0
2019-11-23,2019-11-23,Heart On Ice,Rod Wave,0,0,56,0
2019-11-23,2019-08-17,Prayed For You,Matt Stell,0,5,57,0
2019-11-23,2019-08-24,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,18,59,0
2019-11-23,2019-10-19,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",1,4,60,0
2019-11-23,2019-09-14,Good Vibes,Chris Janson,0,2,61,0
2019-11-23,2019-10-05,Stuck In A Dream,Lil Mosey & Gunna,1,6,62,0
2019-11-23,2019-08-31,Every Little Thing,Russell Dickerson,0,3,58,0
2019-11-23,2019-08-24,Baby Sitter,DaBaby & Offset,1,17,64,0
2019-11-23,2019-10-26,Kinfolks,Sam Hunt,0,11,65,0
2019-11-23,2019-09-21,Enemies,Post Malone & DaBaby,1,21,66,0
2019-11-23,2019-10-26,Lonely Child,YoungBoy Never Broke Again,0,4,73,0
2019-11-23,2019-10-12,BOP,DaBaby,0,7,67,0
2019-11-23,2019-08-03,Hate Me,Ellie Goulding & Juice WRLD,1,19,68,0
2019-11-23,2019-10-26,Make No Sense,YoungBoy Never Broke Again,0,4,69,0
2019-11-23,2019-08-17,We Were,Keith Urban,0,15,70,0
2019-11-23,2019-10-12,Heartache Medication,Jon Pardi,0,9,71,0
2019-11-23,2019-11-23,Better Together,Luke Combs,0,11,72,0
2019-11-23,2019-10-19,Nice To Meet Ya,Niall Horan,0,5,63,0
2019-11-30,2019-08-03,Baby,Lil Baby & DaBaby,1,16,34,0
2019-11-30,2019-07-20,Goodbyes,Post Malone & Young Thug,1,29,33,0
2019-11-30,2019-02-23,Talk,Khalid,0,13,32,0
2019-11-30,2019-03-16,Old Town Road,Lil Nas X & Billy Ray Cyrus,1,15,27,0
2019-11-30,2019-05-25,I Don't Care,Ed Sheeran & Justin Bieber,1,38,30,0
2019-11-30,2019-08-24,On Chill,Wale & Jeremih,1,21,29,0
2019-11-30,2019-10-19,Bandit,Juice WRLD & YoungBoy Never Broke Again,1,11,28,0
2019-11-30,2019-08-03,How Do You Sleep?,Sam Smith,0,14,35,0
2019-11-30,2013-01-05,All I Want For Christmas Is You,Mariah Carey,0,6,31,0
2019-11-30,2019-09-07,Playing Games,Summer Walker,0,5,36,0
2019-11-30,2019-06-01,What If I Never Get Over You,Lady Antebellum,0,10,47,0
2019-11-30,2019-03-16,Sucker,Jonas Brothers,0,7,38,0
2019-11-30,2019-09-28,Graveyard,Halsey,0,16,39,0
2019-11-30,2019-04-13,Suge,DaBaby,0,7,40,0
2019-11-30,2019-09-28,Hot Girl Bummer,blackbear,0,2,41,0
2019-11-30,2019-11-16,Don't Start Now,Dua Lipa,0,2,42,0
2019-11-30,2019-07-27,Time,NF,0,10,43,0
2019-11-30,2019-11-23,Jerry Sprunger,Tory Lanez & T-Pain,1,8,44,0
2019-11-30,2019-07-06,One Thing Right,Marshmello & Kane Brown,1,22,45,0
2019-11-30,2019-06-29,Money In The Grave,Drake & Rick Ross,1,41,46,0
2019-11-30,2019-06-15,Ran$om,Lil Tecca,0,6,26,0
2019-11-30,2019-09-14,Heat,Chris Brown & Gunna,1,25,37,0
2019-11-30,2019-06-22,Even Though I'm Leaving,Luke Combs,0,11,25,0
2019-11-30,2019-06-15,Trampoline,SHAED,0,6,13,0
2019-11-30,2019-07-13,Beautiful People,Ed Sheeran & Khalid,1,33,23,0
2019-11-30,2019-01-26,Dancing With A Stranger,Sam Smith & Normani,1,24,48,0
2019-11-30,2019-09-14,Circles,Post Malone,0,14,1,0
2019-11-30,2019-05-25,Someone You Loved,Lewis Capaldi,0,6,2,0
2019-11-30,2019-09-07,Good As Hell,Lizzo,0,6,3,0
2019-11-30,2019-10-05,Memories,Maroon 5,0,16,4,0
2019-11-30,2019-11-02,Lose You To Love Me,Selena Gomez,0,13,5,0
2019-11-30,2019-07-06,Senorita,Shawn Mendes & Camila Cabello,1,28,6,0
2019-11-30,2019-06-22,No Guidance,Chris Brown & Drake,1,49,7,0
2019-11-30,2019-11-23,Everything I Wanted,Billie Eilish,0,9,8,0
2019-11-30,2019-10-19,"10,000 Hours",Dan + Shay & Justin Bieber,1,31,9,0
2019-11-30,2019-06-22,Only Human,Jonas Brothers,0,7,24,0
2019-11-30,2019-05-18,Truth Hurts,Lizzo,0,6,10,0
2019-11-30,2019-11-16,Roxanne,Arizona Zervas,0,0,12,0
2019-11-30,2019-10-19,HIGHEST IN THE ROOM,Travis Scott,0,15,14,0
2019-11-30,2019-08-31,Lover,Taylor Swift,0,15,15,0
2019-11-30,2019-11-23,Woah,Lil Baby,0,9,16,0
2019-11-30,2019-04-13,Bad Guy,Billie Eilish,0,9,17,0
2019-11-30,2019-10-12,BOP,DaBaby,0,7,18,0
2019-11-30,2019-10-19,Dance Monkey,Tones And I,1,1,19,0
2019-11-30,2019-08-03,Ballin',Mustard & Roddy Ricch,1,12,20,0
2019-11-30,2019-08-31,Hot,Young Thug & Gunna,1,21,21,0
2019-11-30,2019-09-07,One Man Band,Old Dominion,0,12,22,0
2019-11-30,2019-07-06,Panini,Lil Nas X,0,7,11,0
2019-11-30,2019-11-30,Reply,A Boogie Wit da Hoodie & Lil Uzi Vert,1,20,49,0
2019-11-30,2019-11-30,RITMO (Bad Boys For Life),Black Eyed Peas & J Balvin,1,10,100,0
2019-11-30,2019-08-31,Juicy,Doja Cat & Tyga,1,7,51,0
2019-11-30,2019-10-26,Make No Sense,YoungBoy Never Broke Again,0,4,78,0
2019-11-30,2019-08-24,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,18,79,0
2019-11-30,2019-07-20,I Don't Know About You,Chris Lane,0,7,80,0
2019-11-30,2019-10-26,Lonely Child,YoungBoy Never Broke Again,0,4,81,0
2019-11-30,2019-10-05,Stuck In A Dream,Lil Mosey & Gunna,1,6,82,0
2019-11-30,2019-09-21,homecoming queen?,Kelsea Ballerini,0,9,83,0
2019-11-30,2019-09-14,Good Vibes,Chris Janson,0,2,84,0
2019-11-30,2019-03-30,Slow Dancing In The Dark,Joji,0,1,85,0
2019-11-30,2019-09-14,La Cancion,J Balvin & Bad Bunny,1,19,86,0
2019-11-30,2019-11-16,Easy,DaniLeigh & Chris Brown,1,19,88,0
2019-11-30,2019-10-26,Lights Up,Harry Styles,0,2,77,0
2019-11-30,2019-11-30,Up All Night,Khalid,0,13,89,0
2019-11-30,2019-07-13,Lalala,Y2K & bbno$,1,12,91,0
2019-11-30,2019-11-23,Tusa,Karol G & Nicki Minaj,1,19,92,0
2019-11-30,2019-11-30,We Back,Jason Aldean,0,20,93,0
2019-11-30,2019-09-21,Self Control,YoungBoy Never Broke Again,0,4,94,0
2019-11-30,2019-11-30,Homesick,Kane Brown,0,11,95,0
2019-11-30,2019-08-10,Hot Shower,Chance The Rapper & MadeinTYO & DaBaby,1,10,96,0
2019-11-30,2019-11-30,Death,Trippie Redd & DaBaby,1,9,97,0
2019-11-30,2019-11-23,Yellow Hearts,Ant Saunders,0,0,98,0
2019-11-30,2019-11-30,Hell Right,Blake Shelton & Trace Adkins,1,22,99,0
2019-11-30,2019-09-14,The Bones,Maren Morris,0,7,50,0
2019-11-30,2019-08-31,Heartless,Diplo Presents Thomas Wesley & Morgan Wallen,1,5,90,0
2019-11-30,2019-04-13,All The Good Girls Go To Hell,Billie Eilish,0,9,76,0
2019-11-30,2019-11-30,Beauty In The Benz,Tory Lanez & Snoop Dogg,1,9,87,0
2019-11-30,2019-07-27,Tip Of My Tongue,Kenny Chesney,0,15,74,0
2019-11-30,2019-11-30,Falling,Trevor Daniel,0,0,75,0
2019-11-30,2019-09-28,Remember You Young,Thomas Rhett,0,17,53,0
2019-11-30,2019-11-23,Heart On Ice,Rod Wave,0,0,54,0
2019-11-30,2019-11-30,None Of Your Concern,Jhene Aiko & Big Sean,1,12,55,0
2019-11-30,2019-09-21,223's,YNW Melly & 9lokknine,1,5,56,0
2019-11-30,2019-09-21,Take What You Want,Post Malone & Ozzy Osbourne & Travis Scott,1,16,57,0
2019-11-30,2019-09-28,Camelot,NLE Choppa,0,6,58,0
2019-11-30,2019-10-12,VIBEZ,DaBaby,0,7,59,0
2019-11-30,2019-11-30,Watermelon Sugar,Harry Styles,0,2,60,0
2019-11-30,2019-08-17,Prayed For You,Matt Stell,0,5,61,0
2019-11-30,2019-10-26,Kinfolks,Sam Hunt,0,11,62,0
2019-11-30,2019-11-09,Follow God,Kanye West,0,13,52,0
2019-11-30,2019-08-24,Baby Sitter,DaBaby & Offset,1,17,64,0
2019-11-30,2019-10-19,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",1,4,63,0
2019-11-30,2019-09-21,Liar,Camila Cabello,0,12,72,0
2019-11-30,2019-10-19,Nice To Meet Ya,Niall Horan,0,5,71,0
2019-11-30,2019-11-16,Ridin' Roads,Dustin Lynch,0,8,70,0
2019-11-30,2019-08-03,Hate Me,Ellie Goulding & Juice WRLD,1,19,69,0
2019-11-30,2019-08-31,Every Little Thing,Russell Dickerson,0,3,73,0
2019-11-30,2019-10-12,Heartache Medication,Jon Pardi,0,9,67,0
2019-11-30,2019-11-30,The Take,Tory Lanez & Chris Brown,1,25,66,0
2019-11-30,2019-08-17,We Were,Keith Urban,0,15,65,0
2019-11-30,2019-09-21,Enemies,Post Malone & DaBaby,1,21,68,0
2019-12-07,2019-05-25,I Don't Care,Ed Sheeran & Justin Bieber,1,38,35,0
2019-12-07,2019-06-22,Even Though I'm Leaving,Luke Combs,0,11,28,0
2019-12-07,2014-01-04,Rockin' Around The Christmas Tree,Brenda Lee,0,2,29,0
2019-12-07,2019-10-19,Bandit,Juice WRLD & YoungBoy Never Broke Again,1,11,30,0
2019-12-07,2019-08-24,On Chill,Wale & Jeremih,1,21,31,0
2019-12-07,2019-12-07,Heartless,The Weeknd,0,16,32,0
2019-12-07,2019-07-13,Beautiful People,Ed Sheeran & Khalid,1,33,27,0
2019-12-07,2019-12-07,Vete,Bad Bunny,0,9,33,0
2019-12-07,2019-09-28,Graveyard,Halsey,0,16,34,0
2019-12-07,2019-02-23,Talk,Khalid,0,13,36,0
2019-12-07,2019-11-30,Falling,Trevor Daniel,0,0,42,0
2019-12-07,2019-09-14,Heat,Chris Brown & Gunna,1,25,38,0
2019-12-07,2019-08-03,Baby,Lil Baby & DaBaby,1,16,39,0
2019-12-07,2019-08-03,How Do You Sleep?,Sam Smith,0,14,40,0
2019-12-07,2019-07-20,Goodbyes,Post Malone & Young Thug,1,29,41,0
2019-12-07,2019-09-07,Playing Games,Summer Walker,0,5,43,0
2019-12-07,2019-04-13,Suge,DaBaby,0,7,44,0
2019-12-07,2019-09-28,Hot Girl Bummer,blackbear,0,2,45,0
2019-12-07,2017-01-07,Last Christmas,Wham!,0,2,46,1
2019-12-07,2016-01-09,Jingle Bell Rock,Bobby Helms,0,2,47,1
2019-12-07,2019-11-23,Everything I Wanted,Billie Eilish,0,9,26,0
2019-12-07,2019-11-16,Don't Start Now,Dua Lipa,0,2,37,0
2019-12-07,2019-06-15,Ran$om,Lil Tecca,0,6,25,0
2019-12-07,2017-01-07,A Holly Jolly Christmas,Burl Ives,0,2,48,0
2019-12-07,2019-11-23,Woah,Lil Baby,0,9,23,0
2019-12-07,2019-09-14,Circles,Post Malone,0,14,1,0
2019-12-07,2019-05-25,Someone You Loved,Lewis Capaldi,0,6,2,0
2019-12-07,2019-09-07,Good As Hell,Lizzo,0,6,3,0
2019-12-07,2019-10-05,Memories,Maroon 5,0,16,4,0
2019-12-07,2019-11-16,Roxanne,Arizona Zervas,0,0,5,0
2019-12-07,2019-11-02,Lose You To Love Me,Selena Gomez,0,13,6,0
2019-12-07,2019-07-06,Senorita,Shawn Mendes & Camila Cabello,1,28,7,0
2019-12-07,2019-10-19,"10,000 Hours",Dan + Shay & Justin Bieber,1,31,8,0
2019-12-07,2019-05-18,Truth Hurts,Lizzo,0,6,9,0
2019-12-07,2019-06-22,No Guidance,Chris Brown & Drake,1,49,10,0
2019-12-07,2019-06-22,Only Human,Jonas Brothers,0,7,24,0
2019-12-07,2019-10-19,Dance Monkey,Tones And I,1,1,11,0
2019-12-07,2019-07-06,Panini,Lil Nas X,0,7,13,0
2019-12-07,2019-04-13,Bad Guy,Billie Eilish,0,9,14,0
2019-12-07,2019-10-19,HIGHEST IN THE ROOM,Travis Scott,0,15,15,0
2019-12-07,2019-08-03,Ballin',Mustard & Roddy Ricch,1,12,16,0
2019-12-07,2019-06-15,Trampoline,SHAED,0,6,17,0
2019-12-07,2013-01-05,All I Want For Christmas Is You,Mariah Carey,0,6,18,0
2019-12-07,2019-08-31,Lover,Taylor Swift,0,15,19,0
2019-12-07,2019-03-16,Old Town Road,Lil Nas X & Billy Ray Cyrus,1,15,20,0
2019-12-07,2019-08-31,Hot,Young Thug & Gunna,1,21,21,0
2019-12-07,2019-09-07,One Man Band,Old Dominion,0,12,22,0
2019-12-07,2019-10-12,BOP,DaBaby,0,7,12,0
2019-12-07,2017-01-07,It's The Most Wonderful Time Of The Year,Andy Williams,0,2,49,0
2019-12-07,2019-11-30,Homesick,Kane Brown,0,11,100,0
2019-12-07,2019-08-31,Juicy,Doja Cat & Tyga,1,7,51,0
2019-12-07,2019-11-30,We Back,Jason Aldean,0,20,78,0
2019-12-07,2019-11-09,Follow God,Kanye West,0,13,79,0
2019-12-07,2019-11-23,Jerry Sprunger,Tory Lanez & T-Pain,1,8,80,0
2019-12-07,2019-11-16,Love Me More,Trippie Redd,0,2,81,0
2019-12-07,2019-10-19,Nice To Meet Ya,Niall Horan,0,5,82,0
2019-12-07,2019-07-13,Lalala,Y2K & bbno$,1,12,83,0
2019-12-07,2019-12-07,Hate Me,Trippie Redd & YoungBoy Never Broke Again,1,6,84,0
2019-12-07,2019-11-30,Reply,A Boogie Wit da Hoodie & Lil Uzi Vert,1,20,85,0
2019-12-07,2019-07-27,Tip Of My Tongue,Kenny Chesney,0,15,86,0
2019-12-07,2019-12-07,Candy,Doja Cat,0,0,87,0
2019-12-07,2019-11-30,Watermelon Sugar,Harry Styles,0,2,77,0
2019-12-07,2019-03-30,Slow Dancing In The Dark,Joji,0,1,88,0
2019-12-07,2019-11-23,Yellow Hearts,Ant Saunders,0,0,90,0
2019-12-07,2019-10-26,Make No Sense,YoungBoy Never Broke Again,0,4,91,0
2019-12-07,2019-09-14,Good Vibes,Chris Janson,0,2,92,0
2019-12-07,2019-09-14,La Cancion,J Balvin & Bad Bunny,1,19,93,0
2019-12-07,2019-11-16,Easy,DaniLeigh & Chris Brown,1,19,94,0
2019-12-07,2019-12-07,Cuban Links,Rod Wave & Kevin Gates,1,4,95,0
2019-12-07,2019-08-24,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,18,96,0
2019-12-07,2019-10-26,Lonely Child,YoungBoy Never Broke Again,0,4,97,0
2019-12-07,2019-12-07,Into The Unknown,Panic! At The Disco,0,8,98,0
2019-12-07,2019-12-07,Show Yourself,Idina Menzel & Evan Rachel Wood,1,3,99,0
2019-12-07,2019-11-30,None Of Your Concern,Jhene Aiko & Big Sean,1,12,89,0
2019-12-07,2019-04-13,All The Good Girls Go To Hell,Billie Eilish,0,9,76,0
2019-12-07,2019-09-21,Take What You Want,Post Malone & Ozzy Osbourne & Travis Scott,1,16,50,0
2019-12-07,2019-10-12,Heartache Medication,Jon Pardi,0,9,74,0
2019-12-07,2019-07-06,One Thing Right,Marshmello & Kane Brown,1,22,52,0
2019-12-07,2019-09-14,The Bones,Maren Morris,0,7,53,0
2019-12-07,2019-07-27,Time,NF,0,10,54,0
2019-12-07,2019-12-07,Into The Unknown,Idina Menzel & AURORA,1,3,55,0
2019-12-07,2019-11-23,Heart On Ice,Rod Wave,0,0,56,0
2019-12-07,2019-09-21,223's,YNW Melly & 9lokknine,1,5,57,0
2019-12-07,2019-12-07,Who Needs Love,Trippie Redd,0,2,58,0
2019-12-07,2019-11-30,Death,Trippie Redd & DaBaby,1,9,59,0
2019-12-07,2019-12-07,6 Kiss,Trippie Redd & Juice WRLD & YNW Melly,1,2,60,0
2019-12-07,2019-06-01,What If I Never Get Over You,Lady Antebellum,0,10,61,0
2019-12-07,2019-09-28,Remember You Young,Thomas Rhett,0,17,62,0
2019-12-07,2019-08-24,Baby Sitter,DaBaby & Offset,1,17,75,0
2019-12-07,2019-12-07,Suicidal,YNW Melly & Juice WRLD,1,10,64,0
2019-12-07,2019-09-28,Camelot,NLE Choppa,0,6,65,0
2019-12-07,2019-10-12,VIBEZ,DaBaby,0,7,66,0
2019-12-07,2019-10-19,Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",1,4,67,0
2019-12-07,2019-08-17,We Were,Keith Urban,0,15,68,0
2019-12-07,2019-08-17,Prayed For You,Matt Stell,0,5,69,0
2019-12-07,2019-10-26,Kinfolks,Sam Hunt,0,11,70,0
2019-12-07,2019-09-21,Enemies,Post Malone & DaBaby,1,21,71,0
2019-12-07,2019-11-16,Ridin' Roads,Dustin Lynch,0,8,72,0
2019-12-07,2019-08-03,Hate Me,Ellie Goulding & Juice WRLD,1,19,73,0
2019-12-07,2019-12-07,Loyal,PARTYNEXTDOOR & Drake,1,35,63,0
2019-12-14,2019-06-22,Only Human,Jonas Brothers,0,7,34,0
2019-12-14,2014-01-04,The Christmas Song (Merry Christmas To You),Nat King Cole,0,2,33,0
2019-12-14,2019-08-31,Lover,Taylor Swift,0,15,32,0
2019-12-14,2017-01-07,Last Christmas,Wham!,0,2,27,1
2019-12-14,2019-09-07,One Man Band,Old Dominion,0,12,30,0
2019-12-14,2019-11-23,Woah,Lil Baby,0,9,29,0
2019-12-14,2018-12-15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,0,2,28,0
2019-12-14,2019-08-24,On Chill,Wale & Jeremih,1,21,35,0
2019-12-14,2019-03-16,Old Town Road,Lil Nas X & Billy Ray Cyrus,1,15,31,0
2019-12-14,2019-07-13,Beautiful People,Ed Sheeran & Khalid,1,33,36,0
2019-12-14,2018-12-22,Sleigh Ride,The Ronettes,0,1,43,0
2019-12-14,2017-01-07,Feliz Navidad,Jose Feliciano,0,1,39,1
2019-12-14,2019-10-19,Bandit,Juice WRLD & YoungBoy Never Broke Again,1,11,40,0
2019-12-14,2019-11-30,Falling,Trevor Daniel,0,0,41,0
2019-12-14,2019-11-16,Don't Start Now,Dua Lipa,0,2,42,0
2019-12-14,2018-12-15,Rudolph The Red-Nosed Reindeer,Gene Autry,0,2,44,0
2019-12-14,2019-09-28,Graveyard,Halsey,0,16,45,0
2019-12-14,2019-12-07,Into The Unknown,Idina Menzel & AURORA,1,3,46,0
2019-12-14,2019-12-14,Happy Holiday / The Holiday Season,Andy Williams,0,2,47,0
2019-12-14,2018-12-22,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0,2,48,0
2019-12-14,2019-08-31,Hot,Young Thug & Gunna,1,21,26,0
2019-12-14,2019-06-22,Even Though I'm Leaving,Luke Combs,0,11,38,0
2019-12-14,2019-11-23,Everything I Wanted,Billie Eilish,0,9,25,0
2019-12-14,2019-10-19,Dance Monkey,Tones And I,1,1,13,0
2019-12-14,2016-01-09,Jingle Bell Rock,Bobby Helms,0,2,23,1
2019-12-14,2019-12-07,Heartless,The Weeknd,0,16,1,0
2019-12-14,2019-09-14,Circles,Post Malone,0,14,2,0
2019-12-14,2013-01-05,All I Want For Christmas Is You,Mariah Carey,0,6,3,0
2019-12-14,2019-05-25,Someone You Loved,Lewis Capaldi,0,6,4,0
2019-12-14,2019-10-05,Memories,Maroon 5,0,16,5,0
2019-12-14,2019-09-07,Good As Hell,Lizzo,0,6,6,0
2019-12-14,2019-11-16,Roxanne,Arizona Zervas,0,0,7,0
2019-12-14,2014-01-04,Rockin' Around The Christmas Tree,Brenda Lee,0,2,8,0
2019-12-14,2019-11-02,Lose You To Love Me,Selena Gomez,0,13,9,0
2019-12-14,2019-10-19,"10,000 Hours",Dan + Shay & Justin Bieber,1,31,10,0
2019-12-14,2017-01-07,It's The Most Wonderful Time Of The Year,Andy Williams,0,2,24,0
2019-12-14,2019-12-14,Blinding Lights,The Weeknd,0,16,11,0
2019-12-14,2019-02-23,Talk,Khalid,0,13,49,0
2019-12-14,2019-06-22,No Guidance,Chris Brown & Drake,1,49,14,0
2019-12-14,2019-07-06,Senorita,Shawn Mendes & Camila Cabello,1,28,15,0
2019-12-14,2019-08-03,Ballin',Mustard & Roddy Ricch,1,12,16,0
2019-12-14,2019-07-06,Panini,Lil Nas X,0,7,17,0
2019-12-14,2017-01-07,A Holly Jolly Christmas,Burl Ives,0,2,18,0
2019-12-14,2019-06-15,Trampoline,SHAED,0,6,19,0
2019-12-14,2019-10-19,HIGHEST IN THE ROOM,Travis Scott,0,15,20,0
2019-12-14,2019-04-13,Bad Guy,Billie Eilish,0,9,21,0
2019-12-14,2019-05-18,Truth Hurts,Lizzo,0,6,22,0
2019-12-14,2019-10-12,BOP,DaBaby,0,7,12,0
2019-12-14,2019-05-25,I Don't Care,Ed Sheeran & Justin Bieber,1,38,50,0
2019-12-14,2019-06-15,Ran$om,Lil Tecca,0,6,37,0
2019-12-14,2019-09-07,Playing Games,Summer Walker,0,5,52,0
2019-12-14,2019-04-13,All The Good Girls Go To Hell,Billie Eilish,0,9,79,0
2019-12-14,2019-12-07,6 Kiss,Trippie Redd & Juice WRLD & YNW Melly,1,2,80,0
2019-12-14,2019-11-30,We Back,Jason Aldean,0,20,81,0
2019-12-14,2019-12-07,Who Needs Love,Trippie Redd,0,2,82,0
2019-12-14,2019-12-14,Tip Toe,Roddy Ricch & A Boogie Wit da Hoodie,1,17,83,0
2019-12-14,2019-11-23,Yellow Hearts,Ant Saunders,0,0,84,0
2019-12-14,2019-10-19,Nice To Meet Ya,Niall Horan,0,5,85,0
2019-12-14,2019-12-07,Suicidal,YNW Melly & Juice WRLD,1,10,86,0
2019-12-14,2019-03-30,Slow Dancing In The Dark,Joji,0,1,87,0
2019-12-14,2019-11-30,Homesick,Kane Brown,0,11,88,0
2019-12-14,2019-08-24,Baby Sitter,DaBaby & Offset,1,17,78,0
2019-12-14,2019-08-03,Hate Me,Ellie Goulding & Juice WRLD,1,19,89,0
2019-12-14,2019-11-09,Follow God,Kanye West,0,13,91,0
2019-12-14,2019-12-07,Cuban Links,Rod Wave & Kevin Gates,1,4,92,0
